Id,MSSubClass,MSZoning,LotFrontage,LotArea,Neighborhood,OverallQual,OverallCond,YearBuilt,YearRemodAdd,TotalBsmtSF,GrLivArea,FullBath,HalfBath,BedroomAbvGr,TotRmsAbvGrd,GarageCars,SalePrice
900,50,RL,99,11847,Sawyer,5,7,1949,1960,492,1331,1,1,3,8,2,215312
901,160,RL,74,6314,Gilbert,8,5,2009,2009,523,1215,1,0,3,7,2,354884
902,90,RL,73,1902,NWAmes,6,5,1938,1951,1388,1823,1,0,4,5,4,469879
903,20,RL,64,7201,NWAmes,6,5,1997,1997,1627,959,2,1,3,10,4,261869
904,70,RL,63,15833,NridgHt,7,5,1916,1953,764,1538,1,1,2,6,2,328435
905,50,C (all),83,17793,NoRidge,5,5,1910,1966,1069,2817,1,0,2,7,2,330956
906,50,RH,49,9548,ClearCr,3,7,1978,1978,1338,925,1,1,3,8,2,248491
907,30,FV,102,4656,CollgCr,6,5,1973,1977,384,1126,1,1,4,9,2,216021
908,160,RM,98,7906,SawyerW,6,6,1885,1979,630,1453,2,0,2,7,3,219153
909,40,RL,62,15051,Gilbert,8,5,1894,1989,1847,334,1,1,3,6,2,221684
910,70,RL,52,8135,BrkSide,9,6,1895,1972,666,786,2,1,3,8,2,248260
911,60,RL,29,12856,SWISU,5,4,1899,1995,905,1655,2,1,3,5,2,257575
912,180,RM,44,11174,SWISU,5,6,1956,1973,808,1412,1,1,2,4,1,287839
913,30,RL,84,13340,BrkSide,5,5,1923,1978,252,2027,2,0,4,9,2,238559
914,60,RL,76,17772,BrDale,5,4,1925,1953,1083,1380,2,0,3,7,2,237286
915,30,RL,79,12859,BrkSide,7,5,1974,1987,1039,1336,1,0,3,5,1,378468
916,30,RL,33,11087,Sawyer,7,6,1943,1978,1122,1148,2,0,3,7,4,306837
917,30,RM,62,18213,Veenker,5,3,1888,1968,1016,1328,2,0,6,5,2,260824
918,160,RM,97,11898,Somerst,3,3,1921,1976,866,894,2,1,3,4,2,220524
919,40,RL,68,7328,MeadowV,5,7,1952,1978,843,1426,1,0,3,5,2,242445
920,30,RH,44,13249,Crawfor,5,7,1963,2005,849,1014,2,0,3,8,3,252144
921,45,RL,67,12289,NridgHt,7,5,1938,1985,654,894,1,1,3,8,3,252553
922,90,RL,54,9268,Somerst,4,6,1900,1984,716,1180,1,1,2,7,2,217634
923,60,RL,76,8429,Crawfor,7,5,1942,2001,661,1725,1,1,5,5,2,340317
924,20,RL,70,9306,SWISU,6,6,1952,1955,1279,1571,2,0,4,8,1,318439
925,80,RL,80,8372,NridgHt,7,7,1940,2008,1172,1833,2,1,3,6,2,212407
926,180,RH,45,9436,MeadowV,5,3,1943,1972,1060,1038,1,1,3,7,3,294881
927,70,RL,61,7128,SawyerW,6,6,1948,1988,1826,1493,1,0,2,9,2,294393
928,120,RM,91,12044,ClearCr,6,5,2008,2008,679,2350,2,0,4,6,0,333887
929,40,RL,42,11744,Sawyer,7,5,1985,1993,1497,2198,2,2,3,7,1,330292
930,20,RL,49,11880,Somerst,5,6,1944,1997,945,862,1,0,3,10,3,241667
931,50,RL,73,10250,MeadowV,5,8,2001,2001,1112,995,2,0,4,6,2,308045
932,190,RL,75,9789,Blueste,6,3,1941,1957,1318,2348,1,0,3,7,2,358064
933,45,RL,60,16268,Gilbert,4,2,1982,2004,858,1725,2,0,4,7,2,322406
934,120,FV,64,10769,Gilbert,5,4,1939,1951,627,1404,2,0,3,6,1,240973
935,80,RL,80,15555,NWAmes,9,9,1925,1962,693,1348,1,0,3,8,2,301751
936,20,RL,86,6514,MeadowV,3,6,1884,1989,207,1613,2,0,3,8,2,211109
937,120,RL,48,12856,Gilbert,5,6,1992,2006,1292,1619,2,0,3,6,2,238991
938,20,RL,77,7561,Gilbert,5,3,1949,1970,1283,1233,1,1,6,4,2,158095
939,180,RL,100,8275,ClearCr,6,7,1890,1980,1683,1418,1,1,3,12,2,256461
940,45,RL,67,8852,BrkSide,4,7,1977,2001,1215,1215,1,0,3,7,1,280067
941,80,RL,48,8601,SWISU,6,6,1910,1997,1312,1584,1,1,2,5,3,366932
942,50,RL,47,8621,Veenker,4,5,1891,1985,1017,1131,2,0,1,6,3,164357
943,30,RL,66,15369,OldTown,4,3,1987,1997,1235,866,1,0,3,7,2,281643
944,60,RL,90,10681,ClearCr,6,6,1959,2001,1485,2237,2,1,3,5,3,321987
945,50,RL,69,11400,Veenker,5,6,1946,1987,1122,1465,1,0,4,4,2,214144
946,30,RL,73,8671,NridgHt,9,4,1931,1976,841,2348,3,0,3,8,1,416699
947,190,FV,50,13927,NWAmes,3,6,1904,1985,961,533,1,0,3,8,2,164453
948,160,RL,89,11920,Somerst,5,5,1914,1997,1350,775,1,1,3,6,2,327093
949,160,RL,47,9264,Sawyer,4,6,1901,1972,853,1733,1,0,3,4,2,229342
950,160,RL,59,4162,Mitchel,5,5,1975,2004,1405,1465,2,0,4,7,1,265253
951,40,C (all),82,11365,NridgHt,10,4,1996,1996,1813,921,1,1,3,6,2,297236
952,90,RL,29,12802,CollgCr,8,5,1899,1962,1410,2068,0,0,2,6,2,357706
953,70,RL,73,6584,Veenker,3,5,1985,1986,1348,1065,2,0,3,6,1,251917
954,70,RM,49,9318,SWISU,6,5,1883,1996,1189,2099,2,0,0,5,1,223407
955,160,RL,70,12648,CollgCr,6,7,1897,1975,739,1464,2,0,3,6,2,292265
956,60,RL,62,4216,StoneBr,4,2,1930,1989,702,965,1,0,2,10,2,201008
957,80,RL,112,7904,Veenker,4,5,1899,1956,698,1165,1,1,3,6,2,190558
958,45,RL,62,12007,NPkVill,8,2,2001,2001,1271,2186,2,1,2,6,1,286355
959,80,RH,106,14920,ClearCr,9,4,1959,1988,894,1351,1,0,2,6,2,369181
960,45,RL,81,19243,BrDale,10,5,1981,1981,1038,1986,1,0,3,7,2,396935
961,80,RL,53,18334,NPkVill,7,3,1904,1988,1217,2200,1,0,0,8,2,307858
962,90,RL,76,11075,SWISU,6,6,1938,1972,713,1459,2,0,1,6,1,294012
963,40,RL,63,8563,NoRidge,5,4,1924,2007,849,1388,1,0,3,8,3,286719
964,40,RL,74,14192,NAmes,4,6,1920,1979,1179,1297,2,0,2,5,1,265258
965,160,RM,55,8325,Blmngtn,3,3,1917,1967,933,1676,1,0,2,9,1,289803
966,190,RL,103,7451,ClearCr,6,3,1996,1996,971,2252,2,0,2,5,2,347159
967,30,RL,88,9278,Gilbert,7,5,1898,1967,636,886,2,0,4,4,2,317833
968,190,RL,70,8777,CollgCr,7,7,1893,1995,976,1609,1,0,3,5,3,370767
969,120,RL,104,12150,CollgCr,8,6,2006,2006,1710,1587,1,0,3,5,1,384185
970,40,RL,71,8090,SWISU,7,6,1882,1988,871,597,2,0,4,7,2,174910
971,40,RL,91,10840,IDOTRR,10,4,1916,1979,591,1056,1,1,1,6,2,308000
972,50,RH,70,16879,NoRidge,5,7,1996,1996,1433,1158,2,0,3,8,2,285036
973,50,RL,77,10988,Mitchel,7,1,1895,1956,1259,1882,2,0,4,4,0,308957
974,30,RL,68,16566,NridgHt,6,5,1888,1956,1135,1969,2,0,3,7,1,289103
975,180,RL,71,15308,SWISU,5,6,1886,1954,522,562,1,0,5,6,1,200481
976,120,RL,73,12868,BrDale,9,5,1894,1950,579,1819,1,1,4,7,2,363223
977,190,RM,56,9083,SawyerW,8,9,1951,1995,435,1754,2,2,2,4,2,235030
978,60,RL,61,14662,Edwards,4,3,1983,1983,1222,1789,1,0,5,4,2,343707
979,50,RL,65,9500,SWISU,2,10,2008,2008,1457,1576,2,1,4,6,2,199296
980,60,RL,74,10491,SawyerW,6,6,1975,1975,1236,1975,2,0,3,8,2,304935
981,20,RL,69,11820,SWISU,6,5,2001,2001,1829,2085,1,0,5,7,3,315317
982,50,RL,93,10478,Blmngtn,8,3,1994,1994,873,683,1,0,1,4,2,246613
983,90,RL,86,7618,Veenker,5,5,1959,1959,920,1475,1,1,3,5,1,301822
984,180,RM,66,4391,Edwards,4,8,1886,1981,1092,1372,2,0,2,6,2,243787
985,120,RL,97,14336,Somerst,5,5,1929,1966,958,1213,1,2,2,6,2,275878
986,30,RL,107,12781,IDOTRR,2,6,2009,2009,1249,1272,1,0,3,7,2,255340
987,20,RL,29,3617,CollgCr,3,10,1926,1964,794,1593,2,0,3,6,0,153692
988,120,RM,88,7512,Timber,8,5,1893,1964,492,851,1,1,3,6,1,223737
989,190,RL,56,11216,NridgHt,5,5,1910,2006,334,1835,1,1,3,7,2,291357
990,160,RM,86,12270,StoneBr,5,6,1929,1997,1242,1315,1,1,3,6,1,279448
991,90,RL,94,4426,Crawfor,2,4,1920,1989,839,1937,2,1,2,5,2,176542
992,120,RL,52,10143,NridgHt,5,4,1893,2000,582,1190,1,0,3,7,1,254579
993,90,RM,32,12658,Mitchel,7,5,1884,1969,802,1162,2,0,4,6,1,277220
994,90,RL,86,9093,Timber,6,5,1884,1964,1831,1027,2,0,3,9,1,224346
995,60,RL,72,11523,Blmngtn,7,6,1992,1992,605,1192,2,0,3,8,0,277114
996,80,RL,36,8549,NWAmes,5,3,1997,1997,1340,1099,2,1,3,5,1,250142
997,160,RM,120,14136,Sawyer,5,9,1975,1979,1218,1717,1,1,3,5,2,316742
998,190,RL,82,7302,NridgHt,6,2,1915,2006,1586,2023,1,1,3,6,2,237855
999,20,RL,83,5931,Crawfor,5,6,1958,1958,1000,1693,1,0,5,6,2,268709
1000,120,RL,97,10615,ClearCr,7,5,1898,1980,425,1461,2,1,3,9,1,308054
1001,45,RL,58,4765,Sawyer,5,4,1901,1997,1447,1743,1,1,3,6,3,322598
1002,20,RL,72,2079,Sawyer,6,4,1935,1996,950,1481,1,0,3,9,4,336692
1003,80,RM,43,14834,IDOTRR,4,7,1896,1981,1559,1514,1,0,3,7,0,234719
1004,20,RM,57,6563,NAmes,6,7,1896,1994,1376,1346,1,1,3,9,3,312932
1005,40,RM,77,5165,MeadowV,8,5,1957,2007,1448,1918,2,0,3,7,1,335906
1006,190,RL,36,7252,Sawyer,6,5,1935,2001,1997,334,2,2,3,7,2,214698
1007,45,RL,57,7073,Sawyer,6,5,1959,1964,1162,433,1,0,3,7,1,215984
1008,80,RM,51,9931,StoneBr,9,3,1929,1967,1627,2013,2,0,3,8,2,455967
1009,60,RL,72,6126,CollgCr,6,6,1937,1962,888,1401,1,0,4,6,2,321819
1010,120,RM,81,12492,SWISU,5,7,1897,1973,1266,1958,2,0,3,9,2,250303
1011,180,RM,84,13084,Sawyer,5,5,1955,1989,849,1195,2,0,5,7,2,235469
1012,70,RL,89,5400,Veenker,6,10,1889,1963,1241,2337,1,0,2,6,2,282152
1013,80,RL,97,8027,Timber,7,3,1948,1977,1199,1431,1,1,2,11,2,311441
1014,30,RL,82,8407,SWISU,5,6,1964,1964,225,1724,2,1,3,9,3,314263
1015,190,RL,107,9839,NWAmes,5,5,1962,1962,805,1276,2,0,3,8,3,346716
1016,120,RL,72,14830,NWAmes,10,5,1988,2005,1142,1051,2,0,3,6,3,270080
1017,160,RM,66,15061,ClearCr,4,5,1923,1974,147,629,2,0,2,10,3,211759
1018,80,RL,82,20495,BrkSide,5,5,1897,1950,1011,1892,2,1,2,8,1,272475
1019,40,RL,65,1422,Blmngtn,3,6,1972,1974,1453,1697,2,0,3,7,2,255438
1020,70,RL,107,6802,Veenker,7,6,1917,1951,1570,1546,2,0,2,9,1,261806
1021,40,RL,92,17756,IDOTRR,4,5,1930,1981,737,930,1,0,3,5,3,282865
1022,70,RL,85,3297,Timber,6,7,1898,1962,1595,2207,2,1,3,5,1,243956
1023,160,RL,72,17665,CollgCr,3,5,1999,1999,1533,1552,2,0,3,7,2,250303
1024,180,RL,61,11089,BrkSide,6,6,1947,1981,190,1851,2,1,2,4,1,285830
1025,190,RL,84,11236,ClearCr,7,4,1945,2005,1096,1498,1,1,2,7,1,313210
1026,30,RL,47,5380,NPkVill,5,4,1977,1977,1140,955,1,0,3,6,1,286220
1027,120,RL,100,8695,StoneBr,6,5,1967,1976,1657,1996,2,0,2,5,2,292386
1028,60,RM,66,17489,NoRidge,5,6,1912,1953,1164,1725,2,0,3,6,1,296594
1029,40,RL,76,10309,OldTown,5,6,1984,1984,1607,1409,2,0,4,7,2,288753
1030,40,RL,51,8722,SawyerW,7,5,1953,1972,737,1716,1,0,2,5,2,307936
1031,90,RL,84,12122,NoRidge,5,3,1961,1978,410,1908,1,0,2,4,2,259245
1032,70,RL,60,9731,BrkSide,6,5,1898,1983,790,1830,1,1,2,6,1,284698
1033,50,RL,82,11880,BrkSide,4,6,1950,1970,1680,644,2,0,4,8,3,234697
1034,180,RL,85,7101,Blmngtn,5,6,1936,1979,1420,754,1,0,2,9,2,227430
1035,120,RL,57,10191,Gilbert,5,4,1958,1975,1978,1866,2,0,5,5,0,278733
1036,70,RL,47,7935,NAmes,6,1,1921,1969,472,1151,1,0,3,7,2,259391
1037,90,RL,100,3284,Sawyer,5,6,1995,1995,1466,975,2,0,3,6,2,212581
1038,20,RL,66,12427,NridgHt,7,4,1883,1952,1351,1686,2,0,2,6,2,299948
1039,70,RL,74,5564,NWAmes,4,4,1883,1998,935,960,2,0,3,9,0,169403
1040,60,RL,79,9841,BrkSide,2,1,1884,1986,1360,1260,1,1,3,6,2,207011
1041,120,RL,44,14204,Somerst,7,5,1920,2007,1105,1926,2,0,3,6,2,316755
1042,180,RL,79,4508,StoneBr,7,5,1987,1989,1234,742,1,1,3,5,1,298587
1043,90,RL,71,12918,Edwards,3,6,1966,1993,1322,815,1,0,3,10,2,238104
1044,20,C (all),57,9300,MeadowV,6,5,1983,1983,1442,694,1,1,3,6,2,273498
1045,190,RL,46,6633,NWAmes,5,6,1996,1996,1084,1069,2,0,3,7,2,266238
1046,45,RM,82,18591,Edwards,7,4,1980,1993,1760,1541,1,1,3,6,2,323034
1047,90,RL,92,10497,Mitchel,7,7,1954,2008,963,1190,2,0,3,6,2,275217
1048,45,RL,73,8227,Edwards,7,5,1954,1954,1803,2251,1,0,2,8,3,278671
1049,120,RL,41,7379,CollgCr,7,6,1892,1982,598,1727,1,0,3,4,2,322278
1050,40,RL,48,14024,StoneBr,5,5,1904,1964,655,1490,1,0,3,7,2,261450
1051,90,RL,61,8051,Mitchel,7,3,1994,1994,679,2133,2,0,0,7,2,395891
1052,190,RL,101,13526,NWAmes,6,5,1961,1983,1432,834,1,1,3,5,2,242983
1053,30,RL,65,10490,StoneBr,3,6,1889,1966,727,1933,2,0,2,5,2,291229
1054,45,RM,60,14964,Blmngtn,5,4,1929,2001,1646,1381,2,1,2,7,2,272074
1055,60,RM,36,6329,Mitchel,8,8,1894,2007,839,1272,2,0,4,6,2,263175
1056,30,RL,56,6887,Timber,8,9,1895,1990,1209,1805,1,0,3,6,3,417025
1057,80,RL,45,9375,Blmngtn,4,5,1881,1993,1306,1293,1,0,3,4,2,253622
1058,80,RL,49,9707,OldTown,7,8,1909,1953,643,1590,2,0,4,8,1,347105
1059,20,RL,72,9081,CollgCr,7,4,1961,1962,493,1450,2,0,2,9,2,293047
1060,180,RL,61,21025,Veenker,5,2,1910,1953,1163,1653,1,1,4,8,2,310329
1061,40,RL,103,18752,MeadowV,5,3,1956,1956,939,1246,2,0,2,7,2,296541
1062,120,RL,91,11696,ClearCr,6,6,1993,1995,1249,1963,1,1,3,7,0,295034
1063,90,C (all),57,12167,Gilbert,5,3,1914,2008,511,477,2,1,3,6,2,203402
1064,50,RL,51,9554,NridgHt,4,8,1902,1958,907,1820,1,0,4,5,2,267764
1065,60,RL,97,6300,Blueste,6,4,1985,1985,977,554,1,1,3,8,1,259592
1066,45,RH,103,9771,Sawyer,8,5,1976,1982,75,1123,1,0,3,8,2,229554
1067,120,RL,26,13584,SWISU,6,7,1994,1994,1448,1761,2,0,3,8,2,352228
1068,30,RL,71,15722,SWISU,7,5,1979,1979,747,493,3,0,2,7,2,278058
1069,160,RH,64,14482,NoRidge,5,5,1934,1953,1649,1583,1,0,3,9,2,262390
1070,80,RL,82,4460,Mitchel,4,6,1887,1950,772,814,2,1,2,9,2,172975
1071,160,RL,108,9343,NoRidge,6,5,1938,2003,841,1015,2,1,3,6,2,189809
1072,190,RL,60,4624,SawyerW,5,5,2007,2007,553,992,2,0,3,6,2,316858
1073,60,RL,28,15175,Blueste,7,5,1911,1983,1508,828,1,0,4,7,1,233227
1074,50,RL,81,8850,SawyerW,4,5,1972,1976,1231,635,2,0,3,5,1,254974
1075,90,FV,97,10311,Gilbert,5,9,1886,1970,1610,2535,1,1,3,9,2,323507
1076,20,RM,63,12420,SWISU,5,7,1881,1973,967,1408,1,0,2,6,2,293104
1077,50,RL,55,21564,Veenker,8,5,1964,1964,1033,881,2,0,2,7,2,311188
1078,60,RM,61,11573,Edwards,4,5,1985,1985,377,1218,2,1,3,7,2,301603
1079,50,RL,87,9546,CollgCr,1,5,1915,1974,800,1518,2,0,3,7,0,218416
1080,60,RL,60,5535,StoneBr,5,9,1924,2004,1118,1310,2,2,3,5,2,267681
1081,60,RL,76,16334,BrkSide,7,4,1921,1958,1204,866,2,0,3,12,1,268891
1082,70,RL,70,9773,Crawfor,4,5,1932,1966,1779,1050,1,1,2,5,3,288160
1083,45,RL,68,17128,Blueste,5,6,1989,1989,309,2092,1,0,3,8,1,394199
1084,160,FV,84,14922,NWAmes,4,9,1888,2009,1141,798,2,0,2,8,2,211850
1085,80,RL,60,8648,Sawyer,6,4,1966,1966,899,501,2,1,2,5,1,178732
1086,70,RL,61,4930,CollgCr,3,5,1993,1993,1080,1306,3,1,2,9,3,261073
1087,90,RL,85,11590,Sawyer,5,5,1954,1954,1091,534,2,1,3,7,3,209614
1088,70,FV,50,8040,NPkVill,5,2,2009,2009,973,1045,2,0,3,7,1,255307
1089,40,FV,52,10657,BrkSide,6,6,1890,1992,596,874,2,1,2,7,1,255584
1090,40,RM,44,14696,MeadowV,7,6,1929,1977,522,878,1,0,3,7,0,246046
1091,80,RL,86,3885,MeadowV,6,6,2001,2001,944,1534,1,0,3,5,2,270472
1092,50,RL,67,11558,Crawfor,8,3,1954,1975,481,1628,2,0,4,8,2,299372
1093,45,RL,43,13538,Blueste,8,3,1910,1960,1004,1097,2,1,3,7,2,240640
1094,80,RL,87,13732,Mitchel,5,5,1971,1973,948,1452,2,1,1,5,0,299623
1095,60,RL,58,5045,BrkSide,7,5,1971,1992,69,1072,1,0,5,7,2,285523
1096,30,FV,52,12177,Blmngtn,7,7,1954,1959,1823,1700,2,0,2,7,2,282812
1097,45,RL,66,15314,BrkSide,8,4,1971,1986,1080,761,2,0,3,7,2,389266
1098,180,RL,99,11872,BrDale,5,3,2008,2008,75,1582,2,0,3,5,2,251403
1099,160,RL,62,10037,NWAmes,6,5,1921,1993,1148,1620,1,0,2,6,1,294229
1100,45,RL,81,15058,SWISU,5,5,1989,1991,968,2667,2,1,3,4,2,325183
1101,60,RL,84,7722,BrDale,7,5,1897,1988,522,622,2,1,2,7,2,242654
1102,60,RL,78,4380,NAmes,4,7,1956,1968,1173,2827,2,1,4,9,2,340613
1103,20,RL,95,9697,Blueste,5,4,1899,2000,673,1878,2,0,2,3,1,207295
1104,80,RM,55,12640,BrkSide,5,6,2006,2006,1127,2413,2,0,3,6,2,395997
1105,60,RH,49,14655,Somerst,5,5,1954,1961,769,1952,1,0,3,8,4,271693
1106,40,RL,48,12622,BrDale,6,5,1941,2001,687,1028,1,1,0,3,3,295027
1107,90,RL,67,13843,Veenker,4,8,1911,1971,1043,1828,2,0,3,4,2,258708
1108,30,RM,51,14681,BrkSide,5,5,1907,1996,401,1167,1,1,4,7,2,228767
1109,160,RL,72,9142,Timber,8,6,1953,1986,1016,1455,2,1,3,8,2,337892
1110,80,RL,71,9908,CollgCr,5,5,1960,2005,1312,912,1,0,3,8,1,245472
1111,120,RM,90,15648,StoneBr,7,5,1901,1979,1558,1160,1,0,3,8,2,322067
1112,40,RL,75,5659,Somerst,4,7,1975,1995,1485,1948,2,1,4,6,1,259810
1113,190,RL,61,12216,Mitchel,5,7,2001,2001,1591,1718,1,1,2,9,1,348300
1114,180,RL,78,7633,Veenker,7,7,2002,2002,868,2012,2,0,3,4,3,292599
1115,50,RL,49,14901,BrkSide,7,6,1931,1970,640,801,2,0,2,6,3,223066
1116,60,RL,69,10428,IDOTRR,5,5,1957,1960,1376,564,1,0,4,6,3,263779
1117,120,RM,76,10530,NoRidge,8,6,1949,2009,843,2050,2,1,3,5,1,384082
1118,60,RL,72,17415,NoRidge,8,6,1900,1986,1052,2013,1,0,4,6,3,361017
1119,45,RL,78,6195,NPkVill,9,2,1943,1997,1348,1605,2,0,4,7,1,411592
1120,40,RL,57,11363,MeadowV,5,5,1955,2007,1858,1709,1,0,2,7,2,271006
1121,45,RL,93,9779,OldTown,4,7,1940,1967,1261,1932,1,1,1,6,2,236082
1122,20,RL,106,12629,NoRidge,6,5,1974,1993,1132,1590,2,0,2,8,2,337957
1123,45,RM,37,18217,Edwards,6,5,1919,2008,601,1768,2,1,3,8,3,298446
1124,20,RL,45,8079,NPkVill,4,7,1883,1976,1517,1907,1,0,3,6,2,314973
1125,180,RM,70,5710,NoRidge,7,4,1910,1986,1213,1453,2,0,3,6,2,251459
1126,20,RM,64,7262,Edwards,2,5,1948,1997,911,1327,2,0,3,6,1,190358
1127,120,RL,107,9568,Blmngtn,6,6,1949,1961,869,1691,2,0,3,5,3,382051
1128,60,RL,74,10756,NAmes,5,5,1884,1972,887,2632,1,1,3,8,2,307606
1129,50,RH,97,10958,Edwards,7,6,1994,1994,1067,1076,2,0,2,4,2,350826
1130,160,RL,29,17710,StoneBr,5,4,1970,1987,466,1284,2,0,2,5,2,276450
1131,45,RL,86,16999,OldTown,7,5,1887,1972,1537,621,2,0,3,5,2,245674
1132,190,RL,55,15711,Somerst,6,4,1888,2002,1463,1717,2,1,3,8,2,363438
1133,160,RL,55,20557,Sawyer,7,8,1894,1974,983,1235,1,0,4,4,1,278198
1134,40,RL,65,13796,Mitchel,9,5,1984,1984,888,799,1,0,3,7,2,296986
1135,20,FV,41,14933,Gilbert,6,5,1886,1979,1040,1468,1,0,3,4,3,279748
1136,60,RH,78,13719,Sawyer,9,2,1951,1979,1108,2247,1,1,3,8,2,400776
1137,30,RL,73,13063,Sawyer,2,4,1994,1994,929,1323,1,0,2,9,1,177311
1138,80,RL,75,12077,NWAmes,5,5,1894,1991,1449,1369,2,1,2,7,0,279814
1139,120,RL,87,8912,Gilbert,4,3,1962,1998,480,2227,1,0,2,8,2,302041
1140,50,RL,100,5512,CollgCr,5,5,1918,1963,765,1497,1,0,2,7,2,235790
1141,70,RL,62,9977,NWAmes,7,5,1936,2005,1360,896,1,0,3,8,2,223711
1142,120,RL,79,12763,NPkVill,3,6,1971,1996,1179,1844,1,0,3,8,2,259838
1143,180,RL,75,10789,CollgCr,6,6,1960,1960,778,2062,1,1,3,5,3,334861
1144,30,C (all),77,6238,MeadowV,6,5,2006,2006,1210,1399,2,0,3,7,2,305427
1145,190,RL,77,9836,NoRidge,6,5,1954,1973,732,1565,1,0,2,10,1,278966
1146,80,RL,101,9627,ClearCr,5,6,1958,1967,925,844,2,1,3,6,3,269508
1147,30,RL,60,10250,Sawyer,7,6,1889,1984,1467,1064,1,0,3,10,2,231116
1148,45,RM,39,12463,BrDale,4,4,1986,1986,1423,1333,2,0,4,7,2,264583
1149,20,RL,56,13325,BrkSide,5,8,1966,1966,1165,1538,1,1,4,7,2,294327
1150,50,RL,85,8499,Veenker,6,3,1946,1981,629,1190,2,0,3,7,2,275315
1151,90,RL,70,14424,IDOTRR,6,3,1941,2005,898,1314,2,1,3,8,2,308002
1152,20,RM,60,15026,Edwards,5,5,1986,1986,1088,1438,2,0,2,6,2,269446
1153,90,RL,48,11781,CollgCr,7,8,1972,1972,1632,1000,2,0,2,4,2,299737
1154,160,RL,74,13159,Veenker,5,5,1965,1965,337,1365,2,0,4,7,2,219690
1155,80,RL,82,14436,NWAmes,5,7,2000,2000,701,2077,2,1,3,10,1,311402
1156,60,RL,76,6109,Sawyer,3,5,1958,1997,1501,1201,2,0,3,7,1,201434
1157,70,RL,64,14718,Blmngtn,6,5,1889,1954,1594,1049,2,0,4,5,2,290319
1158,40,RM,72,7339,ClearCr,6,5,1908,1985,1022,2542,2,1,3,6,3,407383
1159,20,RL,72,7729,CollgCr,4,7,1975,1975,1665,1612,2,0,2,9,1,297110
1160,50,RL,73,11285,SawyerW,5,2,1889,1991,756,1113,1,1,2,4,1,263177
1161,180,RL,46,1923,CollgCr,7,5,1892,1994,446,1821,2,0,0,7,2,271144
1162,180,RM,73,11202,Mitchel,5,4,1926,1980,1366,1628,1,0,3,5,2,233525
1163,30,RL,61,14427,Edwards,5,7,1929,1959,1567,1214,2,0,3,6,2,262062
1164,50,RL,90,3916,MeadowV,6,5,1995,1995,1561,1475,1,0,4,6,1,273235
1165,80,RH,72,14856,Timber,4,5,1992,1992,704,1354,1,1,3,6,1,220375
1166,160,RM,86,7704,BrDale,8,5,1964,1971,1129,1995,2,1,2,8,2,233617
1167,90,RL,63,11327,Edwards,4,9,1932,1961,1385,1840,2,1,2,6,2,290609
1168,30,RL,64,8285,SawyerW,6,7,2009,2009,1170,428,1,1,3,6,3,255260
1169,180,RM,99,12791,NridgHt,6,6,1947,1976,1628,2451,1,0,4,6,2,402197
1170,40,RL,78,14599,Timber,7,5,1958,1982,887,1355,1,1,2,9,2,315938
1171,40,RM,55,13088,Timber,4,4,1936,2002,1021,2361,2,1,4,7,3,303487
1172,20,RM,87,10484,Veenker,6,8,1976,2001,1144,1858,1,0,3,5,1,347570
1173,80,RL,59,8596,SawyerW,6,5,1942,1969,1383,1624,2,0,2,4,2,343535
1174,60,RL,74,10222,IDOTRR,6,5,1944,1988,972,1452,2,1,4,7,1,251963
1175,180,RL,106,13123,NridgHt,6,5,1918,1990,1420,2879,2,0,1,9,2,379386
1176,190,RL,41,13261,Sawyer,6,8,1988,1989,1691,1364,1,1,3,6,1,364721
1177,80,RL,66,12703,Crawfor,8,5,1905,2008,842,1164,1,0,1,6,1,287714
1178,160,FV,78,5369,Timber,4,5,1891,1962,984,1209,2,0,4,8,3,208836
1179,90,RL,85,10407,MeadowV,2,7,1956,1963,1437,1500,2,0,4,7,2,200264
1180,50,RM,45,7966,BrkSide,7,5,1965,1993,1821,1499,1,0,4,7,3,264241
1181,180,RL,39,13159,Sawyer,4,5,1909,1989,1304,2002,2,0,2,5,2,197479
1182,40,RL,91,7440,OldTown,9,10,1931,2002,735,1879,1,0,2,5,2,315863
1183,50,RL,55,12308,NPkVill,6,8,1942,1971,1129,1879,1,0,3,6,0,282031
1184,50,RL,54,9371,SawyerW,6,7,1999,1999,1434,1385,1,1,2,5,2,258621
1185,50,RL,101,2983,Gilbert,4,6,1984,1997,724,1838,2,0,3,10,2,245527
1186,40,RL,71,14223,Mitchel,5,5,1918,1978,618,1890,1,1,3,4,0,218584
1187,160,RM,71,10398,Somerst,6,8,1920,1992,912,1460,1,0,2,7,2,210331
1188,120,RL,66,15603,Timber,8,5,2000,2000,1313,1639,1,1,3,7,1,325036
1189,45,RL,45,3838,NridgHt,9,7,1987,1995,502,1890,2,1,4,6,2,380055
1190,90,RL,83,9333,ClearCr,4,8,1944,1984,772,1605,2,0,5,9,2,234787
1191,190,RL,78,9634,Edwards,4,6,1997,2002,1159,1653,1,1,3,7,4,350053
1192,120,RL,73,11580,BrkSide,3,7,1958,1983,1486,2203,1,0,3,12,1,292922
1193,90,RL,67,5199,Veenker,7,7,1887,1952,1166,1609,1,0,2,5,2,340043
1194,30,RL,64,12676,Mitchel,5,5,1976,1976,1199,1196,2,1,2,5,2,267214
1195,80,RL,88,18146,CollgCr,1,6,1897,2003,1451,827,1,0,3,5,1,184269
